id_left,location_left,text_left,length_left
27850,"[460645.90284777124, 4441027.114299254]","[21531, 19211, 4041, 25193, 21699, 1]",6
27851,"[446441.46232701343, 4418097.06387129]","[18678, 13480, 18682]",3
27852,"[443059.4784856197, 4436718.261087239]",[764],1
27853,"[436614.7532993052, 4422135.600752166]","[25626, 17587, 25765]",3
27854,"[464055.0703791026, 4419518.026559493]","[21531, 7038, 21576]",3
27855,"[469444.1250944155, 4417208.199161018]","[28250, 22342]",2
27856,"[450892.9439379425, 4416695.2811127445]","[28404, 24999, 18128, 28420]",4
27857,"[437836.45730129606, 4428070.446500311]","[3915, 5651, 17064, 3916]",4
27858,"[440637.92125389085, 4411433.0782015305]","[18315, 22208, 1]",3
27859,"[468312.6615942463, 4399074.78568254]","[5217, 19819, 2565, 3848, 5220, 2566]",6
27860,"[460986.77076348255, 4416179.76521228]","[22409, 5788, 17861, 26109, 22413, 17906]",6
27861,"[436687.81245228084, 4416799.852192097]","[5855, 3647, 10681, 7303, 5903]",5
27862,"[439821.5588207196, 4412201.6054233415]","[21531, 19211, 21699]",3
27863,"[444518.2417302193, 4428018.786244467]","[25441, 1721, 8817, 1770]",4
27864,"[435525.4177141305, 4418181.472454738]","[22409, 5788, 22413]",3
27865,"[440429.0977981217, 4414788.153513273]","[2797, 7220, 6109, 24871, 24972, 20719, 18937, 13115, 3647, 2797, 26500, 25091, 21531, 27437, 2808, 24906, 3649, 26507, 21786]",19
27866,"[488657.07397668617, 4469590.019675404]","[27663, 8025, 8025, 18079, 22167, 27671, 18095]",7
27867,"[440812.1856320217, 4433839.198059836]","[28063, 24449, 7338, 28099]",4
27868,"[457375.3478822531, 4421229.109061016]","[17640, 26794, 8548, 17649]",4
27869,"[447135.1678000768, 4416567.94493526]","[7702, 8023, 18678, 13480, 27524, 7712, 18682]",7
27870,"[459456.13063565304, 4437375.071600851]","[7183, 1721, 7180, 18028, 28216, 2331, 2043, 14060, 1754, 18035, 2336]",11
27871,"[430422.80630479753, 4450543.321560773]","[17446, 16710, 17454]",3
27872,"[446533.2338292511, 4414438.143690879]","[21434, 7702, 5855, 3647, 23962, 20562, 5933]",7
27873,"[461367.5478375338, 4421817.536769591]","[21531, 14910, 27590, 21669]",4
27874,"[467220.87295392784, 4446025.97446169]","[22409, 5788, 27505, 18079, 22167, 22415, 18095]",7
27875,"[480611.8104811077, 4423420.942588805]","[5855, 3647, 17640, 26794, 5872, 17648]",6
27876,"[447474.79155113176, 4414736.468444939]","[14560, 18037, 14573]",3
27877,"[443339.19073419436, 4427112.8834976265]","[27619, 10986, 27082, 8269, 27629, 27091]",6
27878,"[432626.2833762293, 4395494.25785339]","[10436, 11944, 22098, 27505, 10470, 22153]",6
27879,"[442255.15766652225, 4423310.235118531]","[18638, 10532, 5161, 10533]",4
27880,"[430975.29410166934, 4421269.968625522]","[28593, 18249, 17446, 16710, 26270, 20151, 28655, 17454, 26286]",9
27881,"[448622.4475294922, 4410765.571833009]","[28427, 15019, 23962, 8937, 23826, 28447, 24026]",7
27882,"[448145.955115048, 4427078.614453627]","[28209, 11389, 28214]",3
27883,"[474245.7034493713, 4413837.227865016]","[26966, 3038, 17514, 17640, 26794, 8548, 26969, 17649]",8
27884,"[444807.01038780255, 4419328.143440573]","[25556, 27008, 25564]",3
27885,"[439310.48093605705, 4451076.444952525]","[16283, 14203, 8269, 26508, 7915, 8611, 16324, 8367, 7935]",9
27886,"[445351.9537431227, 4429841.931908593]","[7464, 17064]",2
27887,"[450887.0629221384, 4415780.758284407]","[14780, 3647, 4516, 5591, 8269, 26508, 12291, 8611, 14782, 4523, 8367, 12299]",12
27888,"[443555.5894964101, 4424672.370704476]","[7620, 8884, 21531, 7633]",4
27889,"[444671.97642091004, 4416890.253012171]","[1721, 13135, 11845, 1794]",4
27890,"[433128.72645642486, 4425976.265744319]","[10349, 18564, 21531, 10506, 10356, 21624]",6
27891,"[451495.43126245186, 4419130.261946142]",[764],1
27892,"[434189.5045477147, 4453558.396605969]","[24859, 11830, 24860]",3
27893,"[454653.2809024588, 4417281.726735003]","[20359, 13224, 27590, 20384]",4
27894,"[447099.2908502627, 4428305.26388377]","[18950, 19088, 6833, 13722, 5848, 23826, 18952, 13745]",8
27895,"[441585.29647432244, 4427735.874186031]","[18079, 28250, 18102]",3
27896,"[438104.0046940396, 4417702.829877186]","[2178, 26270, 21531, 19211, 21531, 19870, 2224, 21699, 21707]",9
27897,"[455347.8055575941, 4415600.952434336]","[7702, 7950, 7703]",3
27898,"[449042.0741963524, 4420822.963936396]","[6545, 26146, 28565, 11505, 21531, 27437, 6660, 21786]",8
27899,"[451921.66343993397, 4430864.562876558]","[10681, 20767, 20846, 28216, 23676, 10871, 28236]",7
27900,"[440533.48168999166, 4413110.6127092]","[28427, 24273, 18204, 28463]",4
27901,"[473552.1550164143, 4417040.440839763]",[27008],1
27902,"[441863.77255667874, 4418130.559986928]","[22603, 14910, 27590, 22633]",4
27903,"[465921.8206111303, 4417070.686434712]","[4301, 10527, 10518, 27590, 4306, 10525]",6
27904,"[437997.7666292089, 4419075.578543003]","[17288, 11096, 9504, 19620, 17293, 9511]",6
27905,"[479181.8706643548, 4415193.9686613185]","[16901, 17058, 2575, 12512, 16912, 2706]",6
27906,"[454889.85812616366, 4417585.176886834]",[20846],1
27907,"[441204.9439696176, 4439171.370721894]","[13420, 13576, 13421]",3
27908,"[428385.4338404037, 4420379.234956711]","[10538, 10403, 25185, 22353, 10546, 25187]",6
27909,"[448553.2119732299, 4417930.109227341]","[13650, 10409, 26270, 20151, 13654, 26286]",6
27910,"[443198.07920321805, 4423912.8721344]","[22603, 17064, 8269, 26508, 7915, 5770, 4216, 27590, 22641, 8367, 7922, 4241]",12
27911,"[453839.8624006402, 4418658.4383947905]","[6218, 25586, 16640, 21531, 27437, 6263, 21786]",7
27912,"[452345.11044020846, 4404796.928965894]","[24859, 11830, 24860]",3
27913,"[439155.60141981934, 4417084.650735792]","[17446, 16710, 11929, 4632, 15019, 17454, 11932]",7
27914,"[455403.96189423226, 4405083.366668112]","[22227, 12414, 8677, 22229]",4
27915,"[446141.04642724514, 4425415.801027665]","[5855, 3647, 5872, 67]",4
27916,"[468256.31847512355, 4413859.758174521]","[7673, 11656, 2043, 6265, 25586, 7677, 2071]",7
27917,"[451250.97609752225, 4417607.548200898]","[21327, 23042, 21361]",3
27918,"[444246.97559593833, 4422990.539401938]","[14142, 10409, 13835, 22950, 6545, 6109, 14148, 13964, 6562]",9
27919,"[441692.01633783337, 4426363.163093906]","[5855, 3647, 23962, 20562, 5933]",5
27920,"[442798.3804157164, 4401813.702755117]","[16901, 17058, 16912]",3
27921,"[434070.0098907892, 4453254.555849668]","[9966, 9726, 18217, 5217, 19819, 9970, 5220]",7
27922,"[443739.55323251506, 4417811.64322257]",[764],1
27923,"[441451.6554533646, 4425602.846308528]","[16283, 18964, 21531, 10506, 21531, 7038, 16334, 21628]",8
27924,"[445037.6639195581, 4402407.035197201]","[23146, 22098, 2575, 12512, 23151, 2706]",6
27925,"[449495.37374089676, 4436062.962308376]","[12719, 17587, 20136, 12745]",4
27926,"[428469.14361570147, 4404220.403803803]","[22409, 5788, 27505, 22415]",4
27927,"[426183.57216685516, 4398906.920395607]","[26208, 26390, 27619, 12093, 20165, 23009, 26262, 27636, 20250]",9
27928,"[432210.56172353146, 4401747.519629668]","[20356, 19870, 16096, 19872]",4
27929,"[469470.52106554736, 4452875.911027688]","[20471, 27663, 15019, 20480]",4
27930,"[444281.56109158153, 4427715.652358719]","[7620, 8884, 21531, 7633]",4
27931,"[448924.739969245, 4420823.748916487]","[28011, 7620, 28013]",3
27932,"[440847.59312686324, 4423321.032225907]","[2331, 15059, 27179, 2445]",4
27933,"[447603.7217533493, 4416412.287585526]","[14203, 27179, 26340, 28063, 9504, 16753, 27578, 14225, 28071, 16767]",10
27934,"[452440.0122643297, 4420038.878054681]","[25465, 7540, 25472]",3
27935,"[455252.7339695808, 4419412.153313383]","[16798, 20638, 16901, 17221, 16841, 16913]",6
27936,"[456756.7692076931, 4415592.845870286]","[6191, 21531, 2331, 8126, 6218, 15055, 6209, 2384]",8
27937,"[424425.93728226604, 4423466.213727883]","[19191, 21886, 11561, 21021, 18104, 22167, 21942, 21076]",8
27938,"[451277.3302718144, 4440014.541005712]","[5855, 3647, 1933, 24482, 25465, 11845, 5872, 2027, 25482, 715]",10
27939,"[446444.6712397183, 4418554.327518083]","[7663, 7831, 7663, 7831]",4
27940,"[444804.62212071, 4402713.559557131]","[17446, 16710, 17454]",3
27941,"[452588.65848524106, 4425068.068966347]","[14780, 3647, 1721, 7270, 14782, 1756]",6
27942,"[454767.95987255237, 4416823.768983264]","[5855, 3647, 19074, 2941, 25465, 11845, 5872, 19075, 25482]",9
27943,"[440436.8866936574, 4430793.447524529]","[13835, 19363, 27524, 11786, 13955, 27537]",6
27944,"[463802.30055917177, 4415708.631416894]","[19147, 14101, 23914, 27558, 7744, 19160, 1]",7
27945,"[459571.58374683955, 4437069.596734569]","[24752, 19373, 13420, 13576, 24762, 13421, 1333]",7
27946,"[459770.2368180819, 4430361.689407219]","[13287, 23396, 13289]",3
27947,"[458570.2534498231, 4403541.3792700125]","[15346, 7038, 15347]",3
27948,"[427607.16805099207, 4400112.821864267]","[7663, 7831]",2
27949,"[438086.70513300225, 4415568.930937239]","[5855, 3647, 18577, 22592, 5872, 18604]",6
27950,"[469091.9628138846, 4417209.616783672]","[5698, 7038, 9629, 8777, 5700, 9636]",6
27951,"[439445.50144938275, 4438727.911309979]","[17861, 26109, 17906]",3
27952,"[430409.5066431238, 4436366.425790302]","[20271, 9943, 18128, 1]",4
27953,"[436330.534774851, 4416193.094858955]","[2292, 21131, 25626, 17587, 24581, 18564, 2575, 12512, 2306, 25765, 24584]",11
27954,"[457387.49449464906, 4402328.4873869205]","[14330, 4767, 8937, 25304, 25621, 24576, 12135, 14333, 9192, 25624, 764]",11
27955,"[446440.3927512436, 4417944.642727242]","[7620, 6265, 13306, 27008, 7628, 13322]",6
27956,"[460926.10534679063, 4404291.117435303]","[25895, 26612, 8126, 10001, 17244, 22167, 21496, 23754, 9943, 18104, 18079, 25927, 8148, 21526, 18111]",15
27957,"[438268.2907932626, 4423493.925255365]","[21531, 19211, 21699]",3
27958,"[445706.8728037237, 4413834.258668968]","[4711, 20582, 3087, 8226, 17491, 3087, 8548, 4721, 17494]",9
27959,"[441093.9748402841, 4424843.4436431145]","[17491, 16854, 27590, 14795, 26390, 6109, 17504, 14822]",8
27960,"[440305.76851892174, 4443903.9293594025]","[23676, 20903, 23682]",3
27961,"[436537.5057797399, 4412837.879630601]","[4648, 24865, 13084, 4673]",4
27962,"[470251.81251935835, 4443574.587923452]","[6265, 14560, 15418, 6293]",4
27963,"[444628.81135845097, 4427103.391337341]","[17064, 28137, 22409, 5788, 17200, 22413]",6
27964,"[430652.4597695513, 4398560.404272429]","[21531, 9719, 25277, 8597, 21604, 25280]",6
27965,"[445822.154185309, 4413528.584950384]","[7702, 8023, 7712]",3
27966,"[423387.51425099256, 4389940.7915465785]","[23962, 17064, 8269, 26508, 2575, 12512, 24078, 8367, 2706]",9
27967,"[452563.3013919293, 4402051.957953599]","[23183, 11845, 23187]",3
27968,"[459313.1057162681, 4410548.821931305]","[22409, 5788, 22413]",3
27969,"[451656.31819960923, 4425988.503173574]","[20753, 18928, 27590, 20757]",4
27970,"[485992.0919690474, 4415178.445332513]","[16552, 15959, 13819, 16556]",4
27971,"[438160.32977945986, 4439043.15737655]","[3496, 12253, 8611, 3526]",4
27972,"[466965.70914266194, 4441149.352707856]","[21531, 27437, 10681, 27590, 21786, 10957]",6
27973,"[453500.7710719929, 4420794.4725937005]","[4141, 4141, 20471, 27663, 10436, 11944, 7620, 22409, 5788, 12566, 27505, 4143, 20479, 10470, 22413, 12590]",16
27974,"[444350.9257143217, 4421160.61542468]","[7735, 23288, 7739]",3
27975,"[435696.6273403792, 4452173.4346208135]","[20105, 10648, 23676, 20903, 20106, 23682]",6
27976,"[443818.0070219817, 4396471.2923512915]","[17064, 28137, 22409, 5788, 27505, 17200, 22415]",7
27977,"[455225.9254115067, 4414839.539686275]","[23962, 6530, 8937, 12811, 8611, 21531, 27437, 24000, 9055, 21786]",10
27978,"[453136.5973056315, 4418815.151619576]","[21434, 7540, 21438]",3
27979,"[442446.6422774148, 4401968.759487306]","[19147, 14101, 23676, 20903, 19164]",5
27980,"[448437.89265018073, 4418235.7433845205]","[13650, 10409, 13654]",3
27981,"[435187.09671064245, 4433580.249524084]","[25213, 11387, 5855, 22950, 8490, 25995, 20562, 25225, 6062, 8540]",10
27982,"[439597.4615422678, 4413575.241299661]","[17064, 28137, 17200]",3
27983,"[441177.7642292298, 4435665.5721684955]","[1721, 15882, 12678, 25277, 8597, 1827, 25280]",7
27984,"[438879.37612402905, 4411904.218362334]","[7694, 8121, 7694, 8121, 7698]",5
27985,"[440533.80966388236, 4428201.318730676]","[6793, 11505, 10681, 27590, 6802, 10957]",6
27986,"[415092.1371876458, 4479971.246230042]","[23962, 27505, 24155]",3
27987,"[467180.4045971082, 4409444.08064123]","[22409, 5788, 27505, 22415]",4
27988,"[468722.8771571405, 4441599.179553027]","[25626, 26611, 7978, 15059, 19416, 25465, 11845, 19711, 10424, 22409, 5788, 27505, 6849, 25860, 7997, 25482, 19733, 22416]",18
27989,"[440499.11151379574, 4408690.437208745]","[21531, 7038, 21576]",3
27990,"[447198.53590978595, 4425713.255044783]","[16798, 24411, 16849, 595]",4
27991,"[449850.70140116406, 4436670.3335442925]","[22717, 8777, 22718]",3
27992,"[446439.323206374, 4417792.221618971]","[18079, 22167, 18095]",3
27993,"[427918.93620839954, 4420688.502783387]","[2331, 14000, 5420, 2941, 23328, 16074, 11845, 2429, 5422, 23339]",10
27994,"[449131.9816845946, 4416706.809366403]","[9245, 10068, 26270, 8611, 15748, 9305]",6
27995,"[435223.98631312686, 4451567.710827316]","[10509, 11845, 26031, 17955, 23686, 26109, 10512]",7
27996,"[450283.1488023588, 4431179.964179005]","[4988, 25304, 7097, 19147, 14101, 23676, 20903, 5025, 19164]",9
27997,"[450178.9688224166, 4433162.246977305]","[16443, 23476]",2
27998,"[446676.21541668347, 4418095.420139391]","[2043, 14330, 13135, 14929, 14060, 22549, 11845, 2111, 13149, 14068]",10
27999,"[459188.29959670163, 4409177.680691079]","[27082, 14560, 7220, 27105]",4
28000,"[456045.272606218, 4414377.507383708]","[16901, 17058, 22409, 5788, 27505, 16912, 22415]",7
28001,"[469631.0080447219, 4463697.941816963]","[14795, 26390, 8937, 12811, 8611, 14821, 9055]",7
28002,"[452902.809034633, 4418969.017825237]","[13835, 19363, 23288, 13955]",4
28003,"[426577.7427172868, 4439756.24752936]","[24871, 6860, 9943, 22760, 15052, 24880, 22820]",7
28004,"[467224.8940602841, 4419808.596354653]","[18621, 4988, 22079, 1]",4
28005,"[434990.6913390055, 4438002.608097098]","[17640, 26794, 8548, 17649]",4
28006,"[439026.35968292993, 4444828.75279372]","[18079, 22167, 14780, 3647, 18095, 14782]",6
28007,"[445535.1142608977, 4422676.363693624]","[6545, 26146, 28565, 11505, 21531, 27437, 6660, 21786]",8
28008,"[423900.4899453959, 4417831.217165235]","[18079, 22167, 7119, 8611, 4887, 24223, 18095, 7130, 4933]",9
28009,"[445639.37944431975, 4420846.4614162855]","[27082, 8269, 13808, 18937, 27091, 13810]",6
28010,"[448067.11271396454, 4415494.556488114]","[18028, 28216, 18035]",3
28011,"[426402.8599013418, 4397228.064773214]","[22409, 5788, 18079, 22167, 22413, 18095]",6
28012,"[445898.93957547756, 4424350.503972078]","[15916, 21531, 16359, 15943]",4
28013,"[456240.6278746382, 4427942.333723355]","[13835, 23146, 8611, 13966]",4
28014,"[450787.42043471127, 4436664.199938832]","[2926, 27323, 25465, 11845, 12870, 24748, 13084, 2936, 25482, 12880]",10
28015,"[432522.3806369826, 4410433.344213216]","[10393, 16022, 26270, 26500, 25091, 21531, 27437, 10400, 26507, 21786]",10
28016,"[445157.9883623634, 4419173.183042235]","[24648, 19476, 7620, 19498]",4
28017,"[456437.6038295307, 4421386.83544592]","[27082, 27505, 27121]",3
28018,"[454943.94863673137, 4426730.4763155645]",[27578],1
28019,"[439444.28414797684, 4438575.484884551]","[12566, 3087, 15361, 15880, 12567, 15362]",6
28020,"[440311.66938828916, 4414789.069983166]","[18079, 28250, 18102]",3
28021,"[469227.80029400846, 4421781.755340628]","[17064, 28137, 8937, 7702, 17200]",5
28022,"[439371.15161727107, 4444063.79473763]","[22603, 14910, 18217, 12870, 4471, 22631, 12872]",7
28023,"[442585.95402675547, 4404863.819092876]","[6545, 26146, 28565, 11505, 6660]",5
28024,"[442906.48660771165, 4416293.532365046]","[15852, 15784, 15291, 24752, 19373, 4216, 13115, 15854, 24762, 1333]",10
28025,"[445511.80501219735, 4435785.653016357]","[13835, 9579, 24581, 18564, 2575, 12512, 13887, 24584]",8
28026,"[440738.5962658186, 4424388.903808118]","[26689, 18812, 22760, 12135, 25995, 15175, 18104, 26723, 22811, 26005]",10
28027,"[451073.9652565781, 4426601.939939723]","[10648, 7293, 10649]",3
28028,"[441923.02817118046, 4425904.100509949]","[13835, 2575, 5061, 24581, 18564, 2575, 12512, 13846, 24584]",9
28029,"[464352.43101741787, 4407780.095552832]","[27294, 7673, 8226, 27298]",4
28030,"[450531.8671688021, 4415325.770334474]","[13338, 18471, 13340]",3
28031,"[445575.4394416994, 4428316.013007004]","[17446, 16710, 17454]",3
28032,"[444246.97559593833, 4422990.539401938]","[17640, 26794, 17648]",3
28033,"[453042.7024582897, 4422626.408672455]","[16552, 10986, 18812, 16554]",4
28034,"[439547.87942966865, 4451531.858507915]","[25465, 11845, 12870, 4471, 2926, 27323, 25482, 12872, 2936]",9
28035,"[451339.2406453592, 4413034.192563571]","[4831, 10001, 4838]",3
28036,"[442862.2289405404, 4426049.425762733]","[1721, 18037, 18037, 1834]",4
28037,"[441997.511454108, 4435659.263190554]","[28063, 3087, 24514, 24514, 9901, 11711, 4711, 17491, 16854, 27590, 28065, 24541, 9905, 17504]",14
28038,"[445769.72672020283, 4422674.690643065]","[25626, 19476, 1933, 25785]",4
28039,"[456896.5657084811, 4419555.114528935]","[18937, 7038, 11845, 18939]",4
28040,"[448684.94395482977, 4420063.216373344]","[3915, 5651, 17064, 17640, 5295, 8548, 3916, 17642]",8
28041,"[440082.79010682076, 4415553.012715393]","[26058, 11936, 7673, 24402, 11725, 8548, 26064, 7687, 11746]",9
28042,"[465698.00384278526, 4419510.462354869]","[11132, 22406, 16120, 11134]",4
28043,"[454057.17176688823, 4415761.031952389]","[21531, 19211, 21699]",3
28044,"[429172.89960824617, 4454366.032351367]","[6218, 2043, 26593, 26794, 2292, 19344, 17640, 26794, 8548, 6228, 2305, 17649]",12
28045,"[453382.5052832029, 4420642.767568524]","[2229, 6326, 23042, 2043, 25586, 2233, 2166]",7
28046,"[443333.1837935423, 4410498.066507661]","[2331, 5855, 23288, 27590, 2363, 23313]",6
28047,"[438638.42241353146, 4440258.766459124]","[23676, 20903, 23682]",3
28048,"[453171.2516660396, 4424454.751669572]","[27883, 3647, 5733, 27885]",4
28049,"[464049.325677427, 4418298.662706823]","[17640, 26794, 17648]",3
28050,"[452783.56055718387, 4418664.9011915615]","[23676, 20903, 10619, 23682]",4
28051,"[481796.02194637444, 4428143.117261609]","[17064, 28137, 22409, 5788, 17200, 22413]",6
28052,"[471046.8116261932, 4437321.975736461]","[7464, 16579, 11288, 21531, 27437, 7476, 21786]",7
28053,"[441088.0806335431, 4424081.328699966]","[13168, 6793, 11845, 13174]",4
28054,"[450338.35186948546, 4403590.276025139]","[17861, 26109, 17906]",3
28055,"[454193.7929361536, 4418961.158431429]","[19685, 25502, 28216]",3
28056,"[457280.24482115055, 4425192.732464253]","[17861, 26109, 17906]",3
28057,"[421519.9202881971, 4459929.907006816]","[11101, 12035, 5061, 11113]",4
28058,"[452082.2307676692, 4419126.554062822]","[5499, 20767, 28216, 5512]",4
28059,"[442351.7101424254, 4420565.745435052]","[13084, 11180, 9245, 23826, 13096, 9407]",6
28060,"[444734.98478029715, 4425578.3072335115]","[4489, 5591, 11845, 4491]",4
28061,"[443073.27864871785, 4454095.908723765]","[17446, 16710, 17454]",3
28062,"[453337.8128545824, 4413326.582792912]","[5382, 22216, 5385]",3
28063,"[445170.4062275555, 4437160.013438174]","[28209, 11389, 16178, 20540, 14000, 28214, 16256]",7
28064,"[451531.69201407913, 4406326.2697016895]","[9901, 4711, 17491, 16854, 9902, 17501]",6
28065,"[480679.0770634823, 4449790.324962463]","[16901, 17058, 25058, 8921, 16912, 25059]",6
28066,"[460753.25100656715, 4393470.189610011]","[17446, 16710, 17454]",3
28067,"[444822.45083504874, 4421462.048638541]","[5855, 3647, 2043, 20274, 20471, 27663, 15019, 5872, 2145, 20480]",10
28068,"[446548.1679469958, 4416572.0313436035]","[2331, 15840, 2453]",3
28069,"[469570.63005218585, 4419494.032440169]","[18330, 22098, 4216, 24941, 24774, 27590, 22107, 24779]",8
28070,"[440714.8857889836, 4421340.451061722]","[3837, 9943, 13559, 12291, 14037, 13326, 3840, 13561, 14040]",9
28071,"[462521.25478670164, 4417848.741890032]","[22071, 2326, 18217, 12244, 24478, 18217, 22072, 12246]",8
28072,"[450079.13589662645, 4417919.976570159]","[4648, 24865, 4670]",3
28073,"[441315.9247191068, 4407921.991412787]","[11643, 16901, 11845, 11648]",4
28074,"[449958.7462659347, 4435297.733959719]","[8490, 25995, 8538]",3
28075,"[441024.47736172285, 4415850.544170464]","[22409, 5788, 27505, 22415]",4
28076,"[447291.8865157991, 4388063.461715899]","[8380, 3306, 27590, 8386]",4
28077,"[450223.3778360064, 4422034.587276771]","[2331, 15059, 27179, 27524, 11786, 2445, 27537]",7
28078,"[451801.36939825513, 4411811.860278093]","[4489, 10254, 8555, 4492]",4
28079,"[449707.9303898105, 4415026.296555004]","[13650, 10409, 13654]",3
28080,"[454723.071425648, 4429018.213232676]","[13287, 23396, 13289]",3
28081,"[443384.6095797031, 4433209.85085206]","[17491, 16854, 2178, 8490, 17501]",5
28082,"[457676.6688281532, 4412081.936022857]","[10681, 14181, 27505, 6849, 10787, 27507]",6
28083,"[445796.85139348806, 4426485.258778017]","[28346, 15307, 25465, 11845, 5855, 3647, 2575, 5061, 15019, 3848, 16121, 8937, 10007, 8490, 25995, 20562, 11845, 28347, 25482, 5872, 2596, 3874, 8540]",23
28084,"[434401.97952978313, 4451117.483025522]","[19147, 14101, 23676, 20903, 19164]",5
28085,"[449042.0741963524, 4420822.963936396]","[18079, 28250, 18102]",3
28086,"[456569.69715267484, 4423977.3349068705]","[23499, 22592, 17465, 17583, 9649, 23042, 23534, 17481, 9659]",9
28087,"[464594.75061750365, 4434605.645879593]","[28479, 18478, 14181, 4005, 28503, 14183]",6
28088,"[454097.5374060018, 4422467.555136706]","[17861, 26109, 22409, 5788, 27505, 17906, 22415]",7
28089,"[442629.3636811683, 4410655.739993846]","[11819, 2797, 5828, 9943, 26090, 11820, 5833]",7
28090,"[461579.9272347499, 4417396.149625753]","[25263, 10068, 10229, 26270, 10100]",5
28091,"[470842.302040793, 4414459.139972956]","[13699, 10007, 24965, 10643, 25213, 11387, 6109, 13701, 24967, 25226]",10
28092,"[463114.77711949445, 4419217.666571311]","[19295, 19147, 19147, 14101, 23676, 20903, 19304, 19164]",8
28093,"[441451.6554533646, 4425602.846308528]","[15916, 21531, 16359, 24581, 18564, 2575, 12512, 15943, 24584]",9
28094,"[451859.05637947645, 4420957.087588966]","[17313, 7540, 27505, 6849, 9823, 8777, 12549, 27507, 9829]",9
28095,"[437163.67778343946, 4417558.080600363]","[2043, 15456, 23288, 2121]",4
28096,"[433953.17369083746, 4453255.577376434]","[22409, 5788, 22413]",3
28097,"[451835.96958184236, 4417298.98117514]","[23676, 20903, 11845, 19147, 14101, 23676, 20903, 4806, 24619, 25457, 25171, 23683, 19164, 4812, 25461]",15
28098,"[439791.5816565963, 4408391.1116548255]","[8490, 26109, 28216, 8543]",4
28099,"[446675.1505294249, 4417942.999009616]","[13650, 10409, 6669, 18564, 26557, 13655]",6
28100,"[446238.9515725281, 4422671.366211151]","[9663, 5591, 15059, 9667]",4
28101,"[440075.61714246613, 4414638.487569495]","[17491, 16854, 17501]",3
28102,"[471560.50565671787, 4418114.554083764]","[25213, 11387, 1933, 25036, 11725, 8548, 25225, 2028, 11746]",9
28103,"[444310.59210306185, 4431678.676819502]",[718],1
28104,"[433759.46940967895, 4417586.861282331]","[26500, 25091, 21531, 10506, 26507, 21624]",6
28105,"[444380.97305083356, 4425276.022673626]","[19889, 14402, 24797, 8490, 25995, 20562, 19897, 8540]",8
28106,"[466963.0508678017, 4440539.650449155]","[20304, 16486, 17446, 16710, 10681, 26557, 20328, 17454, 10941]",9
28107,"[448350.46233323705, 4422656.7638075175]","[19295, 8777, 25966, 9517, 18128, 19299]",6
28108,"[431851.49740447995, 4453426.70457485]","[16901, 17058, 16912]",3
28109,"[449496.2768613153, 4418533.5217095325]","[19915, 4358, 23369, 18104, 18079, 19918, 18111]",7
28110,"[449727.55299106485, 4435756.556937011]","[25263, 25465, 11845, 5667, 26270, 11845, 25482, 26283]",8
28111,"[450872.9627661791, 4431785.850675823]","[9966, 14829, 18994, 4288, 9975, 18995]",6
28112,"[455371.872411901, 4419716.307930381]","[21238, 9885, 24303, 14240, 11656, 21243, 14242]",7
28113,"[469427.40761969064, 4442206.0162602095]","[6545, 26146, 28565, 11505, 6660]",5
28114,"[471671.65817722806, 4416437.499554906]","[25626, 13135, 5819, 2331, 5855, 23288, 25711, 2364]",8
28115,"[445144.38542904996, 4400882.019589821]","[21327, 8490, 21413, 21168, 8611, 21531, 27437, 21334, 21415, 21786]",10
28116,"[444466.79204663704, 4437012.697645386]","[9649, 23042, 9659]",3
28117,"[438464.75985137536, 4418766.934440652]","[17968, 27524, 17981]",3
28118,"[455332.66198717733, 4413009.816105375]","[25420, 26377, 17861, 26109, 25422, 17906]",6
28119,"[453933.32691468345, 4414694.798585092]","[14101, 13808, 14115]",3
28120,"[448563.12698646705, 4401925.31202984]","[23146, 22098, 23151]",3
28121,"[444941.9774653916, 4421766.044591378]",[28250],1
28122,"[457233.25262622203, 4416809.562553895]","[28350, 12230, 5802, 28371]",4
28123,"[438383.1205391926, 4423188.1300173085]","[16486, 16710, 22564, 9943, 16498, 22577]",6
28124,"[449835.59236757667, 4434383.9574625]","[5855, 3647, 15886, 3087, 24425, 5872, 15889]",7
28125,"[441227.7238652619, 4426976.463965977]","[7673, 18478]",2
28126,"[455769.96129469445, 4427640.199134855]",[852],1
28127,"[451502.2148361062, 4420197.210663879]","[16405, 11944, 16422]",3
28128,"[444678.6039979839, 4417804.779565579]","[14024, 6350, 23578, 14027]",4
28129,"[460325.97932255163, 4424566.550429081]","[23962, 27505, 22409, 5788, 24155, 22413]",6
28130,"[438029.9256215769, 4451696.602668933]","[16901, 17058, 16912]",3
28131,"[436043.31183347665, 4451713.167735514]","[26390, 8555, 8937, 25441, 17244, 21496, 22167, 26394, 9196, 17248]",10
28132,"[456703.3173674914, 4406142.873749291]","[18197, 20107]",2
28133,"[456284.4980260974, 4415138.259215228]","[10538, 10403, 25185, 22353, 10546, 25187]",6
28134,"[454892.5604273896, 4418042.43878824]","[7978, 23042, 8010]",3
28135,"[442435.20955871016, 4400444.585041908]","[7620, 8884, 21531, 19147, 14101, 23676, 20903, 7633, 19164]",9
28136,"[440469.505221155, 4404879.9651556]","[28350, 9943, 13559, 12291, 11392, 4368, 10403, 28368, 13561, 11402]",10
28137,"[430289.43552268017, 4423257.876216962]","[19819, 5743, 9493, 19824]",4
